ID,Name,IsTestObject,Active,WindMult,SolarMult,Latitude,Longitude,FuelOnly,IsSpecialHydroelectric,ERHRegionID,WAPRegionID,ImprovementCostLevel,OriginalImprovementCostLevel,WeatherID,DegreeDays,AverageTemperature,DesignTemperature,WindSpeed,Elevation,FuelRefer,FuelCityID,Oil1Price,Oil2Price,PropanePrice,BirchPrice,SprucePrice,WoodPelletsPrice,CoalPrice,SteamPrice,HotWaterPrice,MunicipalSalesTax,BoroughSalesTax,Notes
186,Tok,0,1,1,1,63.3342,-143.041672,0,0,4,4,3,3,47,,,,,1600,0,,2.9,,3.6,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1954-87Degree days, design temp from BEES, wind from WERA map class;"
188,Haines,0,1,1,1.21,59.2358246,-135.450348,0,1,1,1,2,2,25,,,,,100,0,,3.5,3.48,3.5,,,,,,,0.055,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1973-87, wind m/s from WERA;"
189,"Elfin Cove",0,1,1.78,0.84,58.19248,-136.331009,0,0,1,1,3,3,52,,,,,900,0,,4.15,4.03,6.78,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 8/20; HDD, Temp, Elev from AEIDC Climatological Summary, 1975-87"
190,Gustavus,0,1,1,1,58.42194,-135.739685,0,0,1,1,3,3,4,,,,,0,0,,3.78,,4.07,,,,,,,0.03,,"Oct 2016 Weather and Location Data. fuel costs from  8/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1977-87, wind m/s from WERA;"
191,Hoonah,0,1,1,1.04,58.10911,-135.4332,0,0,1,1,3,3,4,,,,,200,0,,3.87,,,,,,,,,0.065,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; HDD,  Elev from AEIDC Climatological Summary, 1979-87, wind from WERA map class;"
192,Pelican,0,1,1,1,57.96,-136.22699,0,0,1,1,3,3,4,,,,,200,0,,4,,5.59,,,,,,,0.04,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDCClimatological Summary, 1967-87, wind from WERA map class;"
193,Yakutat,0,1,1,0.99,59.54672,-139.728058,0,0,1,1,2,2,52,,,,,100,0,,4.51,4.51,,,,,,,,0,0.05,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; Weather from NOAA LCD Summary 1990; design temp from Western Sun; fuel prices from Delta Western, 11/03  survey; AVEC took over electricity June 2017"
194,Klukwan,0,1,1,1.27,59.39938,-135.894531,0,0,1,1,3,3,25,,,,,200,0,,3.5,3.48,3.5,,,,,,,,0.055,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; for Haines; wind from WERA map class, HDD and dbT from BEES"
195,Skagway,0,1,1,1.29,59.4616661,-135.310272,0,1,1,1,2,2,25,,,,,0,0,,3.45,3.43,4,,,,,,,0,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 65-72;1982-87, wind from WERA map class;"
199,"Tenakee Springs",0,1,1,1.13,57.7808075,-135.21846,0,0,1,1,3,3,25,,,,,100,0,,3.33000183,3.33,4.16,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1969-83wind from WERA map class;"
200,"Juneau, Airport",0,1,1,1,58.35702,-134.534332,0,1,1,1,1,1,4,,,,,0,0,292,2.41,2.41,3.45,,,,,,,0.05,,"Oct 2016 Weather and Location Data. fuel costs from  1/2021; Weather info in Weather database - DO NOT ENTER HERE;"
201,Sitka,0,1,1,0.97,57.06306,-135.337387,0,1,1,1,2,2,42,,,,,100,0,,3.06,3.06,,,,,,,,0.05,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021 HDD, Temp, Elev from AEIDC Climatological Summary, 1922-87, wind m/s from WERA; oil and propane costs from average of survey, 11/01 phone survey; spruce from RHD survey, 8//94; no birch available"
202,Wrangell,0,1,1,1,56.420826,-132.352631,0,1,1,1,3,3,51,,,,,0,0,,3.04,3.04,,,,,,,,0,0.07,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;  HDD, Temp, Elev from AEIDC Climatological Summary, 1922-87;"
203,Kake,0,1,1,0.97,56.9754562,-133.939041,0,0,1,1,3,3,32,,,,,100,0,,4.43,,,,,,,,,0.05,,"Oct 2016 Weather and Location Data. fuel costs from  1/2021; HDD, Temp, Elev from AEIDC Climatological Summary,1922-36; 1972-87, wind from WERA map class; oil rates from Kake Tribal Fuel (785-6427) Propane from Arrowhead LP Gas (785-3156)"
204,Petersburg,0,1,1,0.99,56.8050842,-132.9572,0,1,1,1,2,2,51,,,,,0,0,,3.04,,3.1,,,,,,,0.06,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1937-83,83-87 avg, wind m/s from WERA; oil from Petro Marine 11/01 phone survey"
205,"Port Alexander",0,1,1,1.01,56.25007,-134.650681,0,0,1,1,3,3,32,,,,,0,0,,4.06,4.06,,,,,,,,0.04,,"Oct 2016 Weather and Location Data. fuel costs from 1/2021; City says their prices are Sitka prices plus $.30 in summer and $.50 in winter; propane is $25 freight per 100 lb tank from Sitka;  HDD, Temp, Elev from AEIDC Climatological Summary, 1949-63,78-87 1"
207,Ketchikan,0,1,1,1.08,55.3522339,-131.66832,0,1,1,1,1,1,51,,,,,500,0,,3.02,2.97,3.22,,,,,,,0.035,0.025,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; Weather info in Weather database - DO NOT ENTER HERE; design temp from Annette;"
208,Saxman,0,1,1,1.01,55.32103,-131.5987,0,0,1,1,1,1,3,,,,,100,0,207,3.02,2.97,3.22,,,,,,,0.04,0.025,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, dbtT from nearest:Ketchikan; fuel prices from Ketchikan"
209,"Ward Cove",0,1,1,0.98,55.4115753,-131.724335,0,1,1,1,1,1,3,,,,,200,0,207,3.02,2.92,3.1,,,,,,,0.035,0.025,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, dbT, wind from nearest: Ketchikan"
210,Metlakatla,0,1,1,1.02,55.12387,-131.577621,0,1,1,1,3,3,3,,,,,0,0,207,3.7,3.75,5,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; wind m/s from WERA"
211,Hyder,0,1,1,1.17,55.9190254,-130.0288,0,0,1,1,3,3,25,,,,,100,0,,,,,,,,,,,,,"Oct 2016 Weather and Location Data. weather from nearest: Ketchikan"
213,Hollis,0,1,1,1.09,55.4835854,-132.6699,0,0,1,1,3,3,51,,,,,0,0,,3.07,3.04,3.2,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021 survey; HDD, Temp, Elev from AEIDC Climatological Summary, 1949-50,52-64,87, wind from WERA map class;"
214,Craig,0,1,1,1,55.47607,-133.138168,0,1,1,1,3,3,3,,,,,0,0,,3.07,3.07,3.2,,,,,,,0.05,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1936-53; wind from WERA map class;"
215,Hydaburg,0,1,1,1.12,55.20735,-132.824585,0,0,1,1,3,3,42,,,,,0,0,,3.07,3.04,3.2,,,,,,,0.06,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021 survey; Temp, Elev from AEIDCClimatological Summary, 1923-32, wind from WERA map class;"
216,Kasaan,0,1,1,1.07,55.54389,-132.411957,0,1,1,1,3,3,51,,,,,100,0,,2.94,2.9,2.92,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 3/2021 survey; weather from nearest: Hollis"
217,Klawock,0,1,1,1.09,55.5547867,-133.087646,0,1,1,1,3,3,51,,,,,0,0,,3.07,3.04,2.92,,,,,,,0.055,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021 survey; Temp, Elev from AEIDC Climatological Summary, 1908-87, wind from WERA map class,"
223,"Point Baker",0,1,1,1.06,56.3485947,-133.616638,0,0,1,1,2,2,32,,,,,100,0,,5.35,,5,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; dbT from Port Protection (2 mi);"
226,"Port Protection",0,1,1,1.06,56.32216,-133.606079,0,0,1,1,2,2,32,,,,,100,0,,5.35,,5,,,,,,,,,"Oct 2016 Weather and Location Data. 2 mi from Point Baker on NW Prince of Wales Is.,HDD, Temp, Elev from AEIDC Climatological Summary, 1983-87; fuel prices from Point Baker 8/2020"
227,"Thorne Bay",0,1,1,1.06,55.67343,-132.52507,0,1,1,1,3,3,51,,,,,0,0,,3.07,3.04,2.82,,,,,,,0.06,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;  HDD, dbT, wind from Hollis; oil and propane prices from fuel suppliers: 3/98"
229,Chistochina,0,1,1,0.96,62.58163,-144.654022,0,0,4,4,3,3,21,,,,,1900,0,,2.8,,3.66,,,,,,,,,"Oct 2016 Weather and Location Data.                    Fuel costs from  7/2021;                                      HDD, dbT from nearest: Gakona;"
230,Gakona,0,1,1,0.99,62.3082542,-145.25589,0,0,4,4,3,3,21,,,,,1700,0,,2.8,,3.66,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021 survey"
231,Glennallen,0,1,1,1,62.10936,-145.562515,0,0,4,4,2,2,21,,,,,1400,0,,2.68,,3.66,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1965-87, wind nearest Gulkana; oil and propane from Fisher Fuel in 11/01 phone survey"
232,Gulkana,0,1,1,1,62.269352,-145.379959,0,0,4,4,3,3,21,,,,,1400,0,,2.8,,4,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; Weather info in Weather database - DO NOT ENTER HERE;"
233,"Kenny Lake",0,1,1,0.92,61.7205048,-144.912308,0,0,4,4,3,3,21,,,,,1300,0,,2.74,,2.75,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1961-69;"
234,McCarthy,0,1,1,0.94,61.4270668,-142.929047,0,0,4,4,3,3,21,,,,,1400,0,,2.68,,4.67,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1968-76,76-83,83-87 averaged, wind from WERA map class"
235,"Mentasta Lake",0,1,1,0.97,62.9364357,-143.717148,0,0,4,4,3,3,36,,,,,2300,0,,2.8,,3.76,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; 38 miles SW of Tok, weather from Tok;"
236,Paxson,0,1,1,0.97,63.02329,-145.51384,0,0,4,4,3,3,21,,,,,2600,0,,2.85,,3.66,,,,,,,,,"Oct 2016 Weather and Location Data. HDD, Temp, Elev from AEIDC Climatological Summary, 1975-87, wind from WERA map class; fuel prices from 7/2021"
237,Slana,0,1,1,0.95,62.7039833,-143.892517,0,0,4,4,4,4,21,,,,,2200,0,,2.8,,3.66,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1957-75,78-87"
238,Tazlina,0,1,1,0.99,62.06223,-145.422684,0,0,4,4,3,3,21,,,,,1100,0,,2.8,,3.66,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, dbT, wind from Glenallen"
239,Tonsina,0,1,1,0.89,61.6607361,-145.181671,0,0,2,2,3,3,21,,,,,1500,0,,2.8,,3.66,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1963-87"
240,Eyak,0,1,2.51,1.07,60.5646858,-145.7019,0,0,2,2,3,3,15,,,,,1900,1,38,2.76,,3.99,,,,,,,,,"Oct 2016 Weather and Location Data. weather from nearest: Valdez"
241,Chenega,0,1,1,1.14,60.06969,-148.0092,0,0,2,2,3,3,33,,,,,200,0,286,5.52,5.52,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; HDD,dbT, dT from Seward, Wind from Cordova"
242,Tatitlek,0,1,1,1.07,60.873848,-146.6838,0,0,2,2,3,3,10,,,,,100,0,,,,,,,,,,,,,"Oct 2016 Weather and Location Data. weather data from nearest: Valdez,elev. (at airstrip) from Ak. Wilderness Milepost 1989"
243,Valdez,0,1,1,0.99,61.12579,-146.28566,0,0,2,2,2,2,49,,,,,0,0,,3.56,,4.95,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;  HDD, Temp, Elev from NOAA 1990 Comparative Summary;"
244,Whittier,0,1,1,0.96,60.7732124,-148.682709,0,0,2,2,2,2,10,,,,,0,0,1,3.4,,6.48,,,,,,,0.05,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1942-73,82-87;"
245,"English Bay/Nanwal",0,1,1.35,0.92,59.3554649,-151.919846,0,0,2,2,2,2,23,,,,,100,0,,4.65,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; weather from nearest: Seldovia"
246,"Port Graham",0,1,1,0.92,59.34948,-151.832748,0,0,2,2,3,3,23,,,,,100,0,,3.82,,,,,,,,,,0.03,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, dbT, and wind from nearest: Seldovia, elev. (at airstrip) from Ak. Wilderness Milepost 1989,"
247,Seward,0,1,1,1,60.1113625,-149.435715,0,0,2,2,1,1,41,,,,,0,0,,2.78,,3.35,,,,,,,0.04,0.03,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1930-87, wind nearest Cordova, dT from BEES;  Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers"
248,"Anchor Point",0,1,1,0.98,59.7654152,-151.785263,0,0,2,2,1,1,22,,,,,200,0,,2.77,,6.75,,,,,,,,0.03,"Oct 2016 Weather and Location Data;. fuel costs from 7/2021 ;  Elev. From Alaska Wilderness Milepost 1989, weather from nearest: Homer;           Propane is average for delivered to those with own tank and those who rent tank, new and existing customer, and amt ordered."
249,"Clam Gulch",0,1,1,1.03,60.21518,-151.4125,0,0,2,2,2,2,26,,,,,300,0,,2.61,,6.75,,,,,,,,0.03,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; HDD, dT from BEES; wind, dbTfrom nearest- Kenai;   Propane is average price of thise with own tanks an with rentals"
257,Homer,0,1,1,1.02,59.6522942,-151.53,0,0,2,2,1,1,22,,,,,300,0,,2.51,,3.35,,,,,,,0.0485,0.03,"Oct 2016 Weather and Location Data. fuel costs from  7/2021 survey; Weather info in Weather database - DO NOT ENTER HERE;  Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers"
258,Hope,0,1,1,0.96,60.90623,-149.623276,0,0,2,2,2,2,14,,,,,100,0,,2.82,,6.75,,,,,,,,0.03,"Oct 2016 Weather and Location Data. fuel costs from  7/2021 delivered from Seward Shoreside Petroleum; weather from AEIDC:1979-87; wind from WERA;     Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers"
261,Kasilof,0,1,1,1.06,60.3330956,-151.243729,0,0,2,2,1,1,26,,,,,200,0,262,2.7,,5,,,,,,,,0.03,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;         Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers;                                     HDD, Temp, Elev from AEIDC Climatological Summary, 1951-87, wind nearest Kenai;"
262,Kenai,0,1,1,1,60.5598221,-151.231964,0,0,2,2,1,1,26,,,,,100,0,,2.69,,5,,,,,,,0.03,0.03,"Fuel from7/2021;  Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers                                                              HDD, Temp, Elev from AEIDC Climatological Summary, 1943-87, m/s from WERA;"
263,"Moose Pass",0,1,1,0.87,60.50188,-149.424408,0,0,2,2,2,2,14,,,,,500,0,247,2.78,,6.75,,,,,,,,0.03,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1952-54,66-78-83-87, wind from WERA map class;  Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers"
264,Nikiski,0,1,1,0.96,60.69949,-151.286041,0,0,2,2,1,1,26,,,,,100,0,,2.69,,6.75,,,,,,,,0.03,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;  HDD, Temp, Elev from AEIDC Climatological Summary, 1967-78;       Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers"
265,Nikolaevsk,0,1,1.35,0.99,59.8056679,-151.625427,0,0,2,2,1,1,22,,,,,700,0,,2.8,,,,,,,,,,0.03,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; weather from Ninilchik"
266,Ninilchik,0,1,1,0.99,60.0539474,-151.58107,0,0,2,2,1,1,26,,,,,200,0,270,2.77,,6.75,,,,,,,,0.03,"Oct 2016 Weather and Location Data. fuel costs from 1/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1957-68, wind nearest Kenai, dT from BEES;  Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers"
269,Seldovia,0,1,1,0.93,59.43918,-151.712219,0,0,2,2,2,2,23,,,,,0,0,,4.74,,7.5956,,,,,,,0.035,0.03,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1967-76, wind from WERA map class;"
270,Soldotna,0,1,1,1.04,60.4894066,-151.082138,0,0,2,2,1,1,26,,,,,100,0,,2.69,,6.75,,,,,,,0.03,0.03,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1962-69,wind nearest Kenai, dT from CRELL Design Data;  Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers"
271,Sterling,0,1,1,1.05,60.5199928,-150.8472,0,0,2,2,1,1,26,,,,,300,0,270,2.69,,6.75,,,,,,,,0.03,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1954-61,66-68, wind from nearest:Kenai, dT from Soldotna;   Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers"
272,Tyonek,0,1,1.64,0.97,61.0764847,-151.150711,0,0,2,2,3,3,9,,,,,100,0,,4.75,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 71/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1967-70"
274,Houston,0,1,1,1.03,61.60347,-149.763138,0,0,2,2,1,1,50,,,,,200,0,281,2.65,,6.48,,,,,,,0.02,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; weather from nearest: Wasilla;    Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers"
275,Girdwood,0,1,1,1,60.94191,-149.168564,0,0,2,2,1,1,1,,,,,0,0,1,3.36,,6.48,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; weather from AEIDC:1955-66.77-78  Propane is average price of thise with own tanks an with rentals"
276,Palmer,0,1,1,1,61.6025047,-149.1189,0,0,2,2,1,1,34,,,,,200,0,,2.65,,5.23,,,,,,,0.03,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;  HDD, Temp, Elev from AEIDC Climatological Summary, 1948-87, wind from WERA map class, dT from Anchorage; fuel prices from 11/2003 survey; Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers"
277,Skwentna,0,1,1,0.96,61.9591255,-151.1637,0,0,2,2,3,3,50,,,,,200,0,,,,,,,,,,,,,"Oct 2016 Weather and Location Data. HDD, Temp, Elev from AEIDC Climatological Summary, 1939-59,71-75,79-87, wind m/s from WERA"
278,Sutton,0,1,1,1,61.71084,-148.896362,0,0,2,2,1,1,44,,,,,500,0,,2.65,,6.48,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1978-87, dT from Anchorage; oil prices from Service Oil & Gas, 10/00;   Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers"
279,Talkeetna,0,1,1,0.99,62.28992,-150.086334,0,0,2,2,1,1,45,,,,,400,0,,2.65,,6.48,350,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; Weather data in Weather City Library - DO NOT INCLUDE HERE! Wind m/s from WERA; design temp estimated;  Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers"
280,"Trapper Creek",0,1,1,1.01,62.3155022,-150.287155,0,0,2,2,1,1,45,,,,,400,0,,2.65,,6.48,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;    Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers                                          Degree days, db temp from BEES Appendix, wind nearest: Talkeetna"
281,Wasilla,0,1,1.42,0.99,61.583168,-149.454849,0,0,2,2,1,1,34,,,,,300,0,,2.65,,6.48,,,,,,,0.03,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021;    Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers                                    Weather info in Weather database - DO NOT ENTER HERE; design temp from Anchorage"
282,Willow,0,1,1,0.98,61.75026,-150.025482,0,0,2,2,1,1,50,,,,,200,0,,2.65,,6.48,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1960-71;  Propane is from Suburban Propane and is average price of those with own tanks and with rentals, existing customers"
283,Akhiok,0,1,1.07,1.08,56.9445229,-154.171524,0,0,2,2,3,3,29,,,,,0,0,,3.25,,,,,,,,,,,"Weather and Location Data. oil from 8/2016, dT from BEES nearest: Kodiak, HDD, dbT from nearest: Kodiak (1960-81), Fuel prices from City of Akhiok 7/2021"
284,Chiniak,0,1,1,0.99,57.6153564,-152.217468,0,0,2,2,3,3,29,,,,,0,0,286,3.56,,,,,,,,,,,"Oct 2016 Weather and Location Data.                         Fuel from 7/2021;  Weather info from nearest: Kodiak"
285,Karluk,0,1,2.01,1.06,57.5550041,-154.4328,0,0,2,2,3,3,28,,,,,700,0,,4.92,4.92,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 1/2021 elev. From Ak. Wilderness Milepost 1989, weather from Kodiak; oil prices  from 11/2007 survey"
286,Kodiak,0,1,1,0.99,57.797184,-152.391327,0,1,2,2,2,2,29,,,,,100,0,,3.11,,,,,,,,,,,"Oct 2016 Weather and Location Data. NO SALES TAX ON HEATING FUEL: fuel costs from  7/2021; Weather info in Weather database - DO NOT ENTER HERE; dT from BEES;"
287,"Larsen Bay",0,1,0.58,1.1,57.5341873,-153.987732,0,1,2,2,3,3,29,,,,,0,0,,4.1,4.1,,,,,,,,0.03,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; HDD, Temp, Elev from AEIDC Climatological Summary, 1951-68, wind from WERA map class;"
288,"Old Harbor",0,1,0.58,1.11,57.20599,-153.30069,0,0,2,2,3,3,29,,,,,0,0,,4.1,,,,,,,,,0.03,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; HDD, Temp, Elev from Kodiak; wind from WERA map class, dT from BEES;"
289,Ouzinkie,0,1,1,0.99,57.92111,-152.502487,0,0,2,2,3,3,29,,,,,0,0,,3.5,,8.69,,,,,,,0.03,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; weather from nearest:Kodiak;"
290,"Port Lions",0,1,1,0.98,57.8666878,-152.879852,0,0,2,2,3,3,28,,,,,100,0,,3.4,,,,,,,,,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; weather from nearest: Kodiak,elev. From Ak. Wilderness Milepost 1989; fuel costs from 6/08"
292,"Juneau, City of",0,1,1,1,58.35702,-134.534332,0,1,1,1,1,1,4,,,,,0,0,,3.02,3.02,3.64,,,,,,,0.05,,"Oct 2016 Weather and Location Data. fuel costs from  7/2021; Weather info in Weather database - DO NOT ENTER HERE;"
293,Fairbanks,0,1,1,0.98,64.83877,-147.714569,0,0,4,4,2,2,19,,,,,400,0,,3.26,,3.99,350,250,,,10.5,23.4,,,"Oct 2016 Weather and Location Data. fuel costs from 7/2021; Weather info in Weather database - DO NOT ENTER HERE;   Propane is average price of thise with own tanks an with rentals"
294,Alakanuk,0,1,1,0.87,62.6872864,-164.665787,0,0,4,3,4,4,37,,,,,0,0,,4.9,,12.62,,,,,,,0.04,,"Weather and Location Data. fuel prices from  7/2021 - delivered from Ruby with $15 delivery fee"
295,Aleknagik,0,1,0.66,1.02,59.2757454,-158.622,0,0,3,3,3,3,27,,,,,100,0,,4.87,,,,,,,,,0.05,,"fuel prices from 7/2021 - Dillingham prices plus $.20/gallon"
